Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Zarejestrowany w Polsce,Stan,Wersja,Generacja,Metalik,Pierwsza rejestracja,Bezwypadkowy,Kod Silnika,Możliwość finansowania,Faktura VAT,Leasing,Numer rejestracyjny pojazdu,Serwisowany w ASO,Kraj pochodzenia,Pierwszy właściciel,VAT marża,Miesięczna rata,lub do (przebieg km),Filtr cząstek stałych,Emisja CO2,Perłowy,Homologacja ciężarowa,Akryl (niemetalizowany),Gwarancja dealerska (w cenie),Uszkodzony,Tuning,VIN,Matowy,Okres gwarancji producenta,Kierownica po prawej (Anglik),Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Zarejestrowany jako zabytek
24900PLN,Osoby prywatnej,Osobowe,BMW,Seria 1,2010,167 400 km,1 995 cm3,Benzyna,122 KM,Manualna,Na tylne koła,Kompakt,5,5,Czarny,,Używane,116i,E81/E82/E87/E88 (2004-2013),Tak,,Tak,,,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
52500PLN,Osoby prywatnej,Osobowe,BMW,Seria 5,2011,216 700 km,1 995 cm3,Diesel,184 KM,Automatyczna,Na tylne koła,Kombi,5,5,Niebieski,Tak,Używane,,F10/F11 (2009-2017),Tak,,Tak,,,,,,,,,,,,Tak,,Tak,,,,,,,,,,,,,
13900PLN,Osoby prywatnej,Osobowe,Volvo,S40,2005,220 486 km,2 435 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Sedan,4,,Inny kolor,,Używane,2.4,II (2004-2012),,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,
40000PLN,Osoby prywatnej,Osobowe,Opel,Insignia,2014,255 000 km,1 956 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,Sedan,5,5,Brązowy,Tak,Używane,2.0 CDTI Cosmo,A (2008-2017),,,Tak,,,,,,Tak,Polska,,,,,Tak,,Tak,,,,,,,,,,,,,
199900PLN,Firmy,Osobowe,BMW,X6,2014,109 732 km,2 993 cm3,Diesel,381 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Czarny,,Używane,,F16 (2014-),,31/03/2015,,,Tak,Tak,,,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
38800PLN,Osoby prywatnej,Osobowe,Honda,Accord,2011,146 360 km,2 199 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,Używane,2.2d Executive,IX (2012-2018),Tak,20/12/2011,Tak,,,,,,Tak,,Tak,,,,,,,,,,,,,,,,,,,
18900PLN,Osoby prywatnej,Osobowe,Audi,A4,2006,196 000 km,1 984 cm3,Benzyna,130 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,,Używane,,B7 (2004-2007),Tak,10/05/2006,Tak,,Tak,,,,Tak,,,Tak,,,,,Tak,,,,,,,,,,,,,
54900PLN,Firmy,Osobowe,Volkswagen,Passat CC,2013,199 000 km,2 000 cm3,Diesel,170 KM,Manualna,Na przednie koła,Sedan,4,5,Czarny,,Używane,,,Tak,,Tak,,,,,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
25900PLN,Firmy,Osobowe,Opel,Astra,2011,136 000 km,1 364 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Używane,IV 1.4 T Cosmo,J (2009-2015),Tak,,Tak,,,,,,Tak,Niemcy,Tak,Tak,,,,,Tak,,,,,,,,,,,,,
229000PLN,Osoby prywatnej,Osobowe,Land Rover,Range Rover,2014,158 000 km,4 367 cm3,Diesel,340 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Srebrny,Tak,Używane,IV (2012-),IV (2012-2018),Tak,,Tak,,,Tak,,,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
12500PLN,Osoby prywatnej,Osobowe,Opel,Vectra,2008,262 914 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Używane,,C (2002-2008),,,Tak,,,,,,,Niemcy,,Tak,,,,4 g/km,,,,,,,,,,,,,,
16500PLN,Osoby prywatnej,Osobowe,Citroën,C4 Picasso,2009,159 503 km,1 598 cm3,Benzyna,120 KM,Manualna,,Minivan,5,5,Niebieski,,Używane,1.6 VTi Equilibre,I (2006-2013),Tak,15/07/2009,Tak,,,,,,Tak,Niemcy,Tak,,,,,,,,,,,,,,,,,,,
26500PLN,Firmy,Osobowe,Peugeot,5008,2013,155 100 km,1 600 cm3,Diesel,115 KM,Manualna,Na przednie koła,Minivan,5,7,Szary,Tak,Używane,,I (2009-2017),Tak,20/11/2013,Tak,,Tak,Tak,Tak,,Tak,Francja,,,,,,,,,,,,,,,,,,,,
53500PLN,Osoby prywatnej,Osobowe,Volvo,XC 60,2011,199 860 km,2 400 cm3,Diesel,205 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Czarny,,Używane,ver-d5-awd-summum,I (2008-2017),,,Tak,,,,,,Tak,Polska,,Tak,,,,,,,,,,,,,,,,,,
36666PLN,Osoby prywatnej,Osobowe,Nissan,Qashqai+2,2011,190 000 km,1 995 cm3,Diesel,150 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,4,7,Srebrny,Tak,Używane,,,Tak,,Tak,,,,,,Tak,Francja,,,,,,,,,,,,,,,,,,,,
26900PLN,Firmy,Osobowe,Chevrolet,Cruze,2012,113 584 km,1 796 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,,Używane,,,,,Tak,,Tak,,Tak,,Tak,,,Tak,,,,,,,,,,,,,,,,,,
15990PLN,Osoby prywatnej,Osobowe,Renault,Megane,2005,201 000 km,1 598 cm3,Benzyna,110 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,,Używane,II 1.6 16V Confort Privilege,II (2002-2008),Tak,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
25900PLN,Osoby prywatnej,Osobowe,Volkswagen,up!,2015,27 092 km,999 cm3,Benzyna,60 KM,Manualna,,Auta małe,5,5,Srebrny,Tak,Używane,,,Tak,,,,Tak,,,,Tak,,Tak,,,,,,,,,,,,,,,,,,,
26998PLN,Firmy,Osobowe,Renault,Clio,2015,103 814 km,1 197 cm3,Benzyna,75 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,Tak,Używane,,IV (2012-2018),,27/05/2015,,,Tak,Tak,Tak,,,Polska,,,161 PLN,,,,,,,,,,,,,,,,,
54000PLN,Osoby prywatnej,Osobowe,Audi,A5,2009,191 000 km,2 967 cm3,Diesel,240 KM,Automatyczna,4x4 (stały),Kabriolet,3,4,Czarny,,Używane,,8T (2007-2016),,03/05/2010,Tak,,,,,,Tak,Belgia,Tak,,,,,,,,,,,Tak,,,,,,,,
30900PLN,Osoby prywatnej,Osobowe,Mitsubishi,ASX,2011,175 655 km,1 798 cm3,Diesel,150 KM,Manualna,4x4 (dołączany automatycznie),SUV,5,5,Czarny,Tak,Używane,1.8 DID Intense 4WD AS&G,,Tak,,Tak,,,,,BS77987,Tak,Polska,,,,,Tak,160 g/km,,,,,,,,,,,,,,
41998PLN,Firmy,Osobowe,Toyota,Auris,2014,89 089 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Używane,,II (2012-),Tak,02/10/2014,,,Tak,Tak,Tak,,Tak,Polska,Tak,,250 PLN,,,,,,,,,,,,,,,,,
55000PLN,Osoby prywatnej,Osobowe,Chrysler,200,2014,85 945 km,3 605 cm3,Benzyna,300 KM,Automatyczna,Na przednie koła,Sedan,4,5,Srebrny,Tak,Używane,,,,,,,,,,Z2JH,,,,,,,,,,,,,,,,,,,,,,
25900PLN,Osoby prywatnej,Osobowe,Volkswagen,Golf,2013,236 000 km,1 598 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Używane,VI 1.6 TDI Trendline,VI (2008-2013),Tak,25/03/2013,Tak,,,,,,,Polska,,,,,Tak,,,,,,,,,,,,,,,
48900PLN,Osoby prywatnej,Osobowe,Mazda,CX-5,2014,151 000 km,2 488 cm3,Benzyna,183 KM,Automatyczna,,SUV,5,,Niebieski,Tak,Używane,2.5 Touring Sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99800PLN,Osoby prywatnej,Osobowe,BMW,Seria 5,2013,139 000 km,2 993 cm3,Diesel,313 KM,Automatyczna,4x4 (dołączany automatycznie),Sedan,4,5,Czarny,Tak,Używane,535d xDrive,F10/F11 (2009-2017),Tak,,Tak,,Tak,,,,Tak,,Tak,,,,,,,,,,,,,,,,,,,
45900PLN,Firmy,Osobowe,Nissan,Qashqai,2014,165 000 km,1 598 cm3,Diesel,130 KM,Manualna,Na przednie koła,SUV,5,5,Biały,Tak,Używane,1.6 dCi I-Way S&S,II (2013-),,11/12/2014,Tak,,,,,GD124TK,Tak,Polska,,,,,,,Tak,,,3 miesięcy,,,,,,,,,,
43500PLN,Osoby prywatnej,Osobowe,Honda,Accord,2013,208 300 km,1 997 cm3,Benzyna,156 KM,Manualna,Na przednie koła,Sedan,5,5,Czarny,Tak,Używane,2.0 Executive Navi,VIII (2008-2015),Tak,26/06/2013,Tak,,,Tak,,,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
64900PLN,Firmy,Osobowe,Ford,Kuga,2015,159 000 km,1 997 cm3,Diesel,150 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Bordowy,,Używane,2.0 TDCi 4WD Titanium Plus,II (2012-),Tak,,Tak,,Tak,,Tak,,Tak,Niemcy,Tak,Tak,,,Tak,6 g/km,Tak,,,,,,,,,,,,,
74900PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa E,2014,146 000 km,2 143 cm3,Diesel,170 KM,Automatyczna,Na tylne koła,Sedan,4,5,Czarny,Tak,Używane,220 BlueTEC 7G-TRONIC Avantgarde,W212 (2009-2016),Tak,05/03/2014,,,,,,PRA3w99,,,,,,,Tak,,,,,,,,,,,,,,,
13900PLN,Firmy,Osobowe,Chevrolet,Spark,2012,154 794 km,1 000 cm3,Benzyna,68 KM,Manualna,Na przednie koła,Auta małe,5,5,Czarny,Tak,Używane,,,Tak,,Tak,,,,,CW4957E,Tak,,,Tak,,,,,,,,,,,,,,,,,,
